tweet,tokenized_sents,clean_english,negPos,pol
Volkan Demirel Fenerbahe kariyeri boyunca ka Galatasaray kupas grmtr,['Volkan Demirel Fenerbahe kariyeri boyunca ka Galatasaray kupas grmtr'],Volkan Demirel won the Galatasaray Cup during his Fenerbahe career.,Neutral,0.0
Yaa Fenerbahe..,['Yaa Fenerbahe..'],Oh Fenerbahe..,Neutral,0.0
Hava gneli Kadky cvl cvl hayat gzel Fenerbahe hereyden gzel,['Hava gneli Kadky cvl cvl hayat gzel Fenerbahe hereyden gzel'],Weather sun Kadky CVL life is beautiful Fenerbahe is beautiful than anything,Positive,0.85
Bende simdi aldim okul acikkkkk,['Bende simdi aldim okul acikkkkk'],"I got it now too, school is open kkkkk",Neutral,0.0
Beyler size dedik bunlar ay nce imdi Fenerbaheye afiyet olsun hayat byle ite,['Beyler size dedik bunlar ay nce imdi Fenerbaheye afiyet olsun hayat byle ite'],"Guys, we said to you, now, enjoy the Fenerbahe, life is like this",Positive,0.4
Ali Ko Pazar gn Kadkyde oynanacak FenerbaheGalatasaray derbisini izlemeye gelmeyecek .,['Ali Ko Pazar gn Kadkyde oynanacak FenerbaheGalatasaray derbisini izlemeye gelmeyecek .'],Ali Ko will not come to watch the Fenerbahe-Galatasaray derby that will be played in Kadky on Sunday.,Neutral,0.0
Org u pankart astryorsanz bunun cezasn sizde ekersiniz . Ma ncesi pankartlar kontrol ediliyor bunu yapyorsanz . He sizle alakas yoksa buna ceza verecek misiniz,"['Org u pankart astryorsanz bunun cezasn sizde ekersiniz .', 'Ma ncesi pankartlar kontrol ediliyor bunu yapyorsanz .', 'He sizle alakas yoksa buna ceza verecek misiniz']","If you hang a banner with the organ , you will suffer the penalty for it . Checking pre-money banners if you are doing this. If it has nothing to do with you, will you punish him?",Neutral,0.0
ailesi Camiasndan byk degildir sen kimsin ulan ali ko,['ailesi Camiasndan byk degildir sen kimsin ulan ali ko'],"His family is not bigger than his community, who are you?",Neutral,0.0
Sper Ligin . haftasnda Fenerbahe Galatasaray dev derbide kar karyageliyor .,"['Sper Ligin .', 'haftasnda Fenerbahe Galatasaray dev derbide kar karyageliyor .']",Super League. Fenerbahe Galatasaray is snowing in the giant derby in the week .,Positive,0.16666666666666666
Kullanc necati Fenerbahe Galatasaray Etkinlik iin teekkrler tips,['Kullanc necati Fenerbahe Galatasaray Etkinlik iin teekkrler tips'],User necati Fenerbahe Galatasaray Thanks for the event tips,Positive,0.2
Abi hi Fenerbahe s mana bilet bulamamazlk yapmam nerden bilsin ...,['Abi hi Fenerbahe s mana bilet bulamamazlk yapmam nerden bilsin ...'],"Brother, I can't find a ticket to Fenerbahe s mana, how would he know?",Neutral,0.0
Ben tutuyom Fener bahe bahe bahe bahe bahe Tutuyom Fener bahe bahe bahe bahe bahe Tutuyom Fenerbahe Takmn yoksa gel Fenerbaheye Seni bekliyoruz yes,['Ben tutuyom Fener bahe bahe bahe bahe bahe Tutuyom Fener bahe bahe bahe bahe bahe Tutuyom Fenerbahe Takmn yoksa gel Fenerbaheye Seni bekliyoruz yes'],I'm holding Fenerbahe,Neutral,0.0
As olan Fenerbahe,['As olan Fenerbahe'],Fenerbahce with ace,Neutral,0.0
Galatasarayl flrt srf ben zlmeyim Fenerbahe kazansn diyo yemiyim yapaym,['Galatasarayl flrt srf ben zlmeyim Fenerbahe kazansn diyo yemiyim yapaym'],"Galatasaray's flrt just say I won't miss Fenerbahe, let me eat it",Neutral,0.0
magazin Fenerbahe alr .,['magazin Fenerbahe alr .'],magazine Fenerbahe .,Neutral,0.0
Maa kadar . saat boyunca Sabahat Akkiraz FENERBAHE geliyo arksn dinleyeceim .,"['Maa kadar .', 'saat boyunca Sabahat Akkiraz FENERBAHE geliyo arksn dinleyeceim .']",Until ma. I will listen to Sabahat Akkiraz FENERBAHE for an hour .,Neutral,0.0
Bu nedir arkada rezalet bir oyun oyuncular kafa olarak nerede.. Ko kenarda izliyor.. Bu seferde kupay almazsanz kadn basketbol ubeyi kapatn..,['Bu nedir arkada rezalet bir oyun oyuncular kafa olarak nerede.. Ko kenarda izliyor.. Bu seferde kupay almazsanz kadn basketbol ubeyi kapatn..'],"What is this, a disgraceful game in the back, where are the players as the head.. Run is watching on the side.. If you don't get the trophy this time, close the women's basketball branch..",Negative,-0.2
. alr..,"['.', 'alr..']",. al..,Neutral,0.0
Baz asalak kedicikler demiler bekleyin size apkadan ku kartmay ogreticez.Bende diyorum Fenerbahe size arifeyide gstermez bayramda yasatmaz nasl nef stadyumunda size bindik bir binicez hayal dnyasnda yaamaya devam edin.. Gnooo millet,['Baz asalak kedicikler demiler bekleyin size apkadan ku kartmay ogreticez.Bende diyorum Fenerbahe size arifeyide gstermez bayramda yasatmaz nasl nef stadyumunda size bindik bir binicez hayal dnyasnda yaamaya devam edin.. Gnooo millet'],"Some parasitic kitties said, wait, we'll teach you how to hug a hat. I'm telling you too, how Fenerbahe won't let you live on the holiday if it doesn't show you the eve of the festival.",Positive,0.13636363636363635
Bugn mabedimizde olacak binlerce insandan olmak gurur verici heyecanl olacak . Biz ierdeki binler yreinde FENERBAHE akn yaayan milyonlarn haykr olacaz . AIIM HER ZERENE,"['Bugn mabedimizde olacak binlerce insandan olmak gurur verici heyecanl olacak .', 'Biz ierdeki binler yreinde FENERBAHE akn yaayan milyonlarn haykr olacaz .', 'AIIM HER ZERENE']",It will be proud and exciting to be one of the thousands of people who will be in our temple today. We will shout out to the millions who are living in FENERBAHE in the hearts of the thousands inside. AIIM HER ZERENE,Positive,0.55
NCE KUPA SONRA DERB ZAFER Kck ocuklar in Yrei Gzel nsanlar in Kalbinde SevgiyeAka Yer Olan Byk FENERBAHE Taraftar in Son Dde Kadar Sava Mcadele Et Biz Her ekilde Seviyoruz Sizi,['NCE KUPA SONRA DERB ZAFER Kck ocuklar in Yrei Gzel nsanlar in Kalbinde SevgiyeAka Yer Olan Byk FENERBAHE Taraftar in Son Dde Kadar Sava Mcadele Et Biz Her ekilde Seviyoruz Sizi'],FIRST CUP AFTER DERB VICTORY Great FENERBAHE Fans Who Have A Place For Love In The Hearts Of Little Boys And Beautiful People Fight The War Until The Last Day We Love You In Every Way,Positive,0.3875
beyler valla ma seluksports tan izliyorum . yayn numara tavsiye ederim . hd Var,"['beyler valla ma seluksports tan izliyorum .', 'yayn numara tavsiye ederim .', 'hd Var']","Guys, I'm watching from Seluksports. I recommend the number. HD Yes",Neutral,0.0
Bugn gnlerden ak Fenerbahe,['Bugn gnlerden ak Fenerbahe'],Fenerbahe is clear today,Positive,0.10000000000000002
Formaya yansyan taraftar silueti ... . PR ekibimiz taraftarmza mesaji vermi . Cok guzel alma tebrikler ... Bugun kupa olsun mata galibiyet ... boyayn tm lkeyi sar laciverte,"['Formaya yansyan taraftar silueti ... .', 'PR ekibimiz taraftarmza mesaji vermi .', 'Cok guzel alma tebrikler ... Bugun kupa olsun mata galibiyet ... boyayn tm lkeyi sar laciverte']","Fan silhouette reflected on the jersey ... . Our PR team gave the message to our fans. Very nice reception, congratulations ... trophy today, matta win ... paint the whole country yellow navy blue",Positive,0.356
Amin inallah baaracaz el birliiyle,['Amin inallah baaracaz el birliiyle'],"Amen, I hope we will succeed",Neutral,0.0
Sayn Rdvan dilmen Fenerbahe derdiniz tam olarak nedir,['Sayn Rdvan dilmen Fenerbahe derdiniz tam olarak nedir'],What exactly is your problem with Mr. Rdvan dilmen Fenerbahe?,Positive,0.25
,[],,Neutral,0.0
Fenerbahe taraftar kazanmaya devam ediyor,['Fenerbahe taraftar kazanmaya devam ediyor'],Fenerbahe continues to gain supporters,Neutral,0.0
Mood,['Mood'],mood,Neutral,0.0
Bunun olay arkadalar,['Bunun olay arkadalar'],This is the thing guys,Neutral,0.0
fenerbahe alr bence,['fenerbahe alr bence'],Fenerbahce will win I think,Positive,0.8
Fenerbaheye yaplan kumpaslar asla bitmiyor uan adil ynetim olsayd hamsiler puan Fenerbahe ma eksii puan olacakt hakemlerin nasl ampiyonluu belli ettii anlalyor,['Fenerbaheye yaplan kumpaslar asla bitmiyor uan adil ynetim olsayd hamsiler puan Fenerbahe ma eksii puan olacakt hakemlerin nasl ampiyonluu belli ettii anlalyor'],"The conspiracies against Fenerbahçe never end, if there was fair management, anchovies would score minus points against Fenerbahçe. It is understandable how the referees showed the championship.",Positive,0.3
Fenerbahe Spor Kulb Yksek Divan Kurulu Bakanlna seilen deerli gazeteci Uur Dndar tebrik ediyor Fenerbahe camiasna hayrl olmasn diliyorum .,['Fenerbahe Spor Kulb Yksek Divan Kurulu Bakanlna seilen deerli gazeteci Uur Dndar tebrik ediyor Fenerbahe camiasna hayrl olmasn diliyorum .'],"I congratulate the esteemed journalist Uur Dndar, who has been elected as the Minister of the Fenerbahe Spor Club High Council Board, and I wish good luck to the Fenerbahe community.",Positive,0.43
AAADDDMMMMNNNNN DERB MODUNU NE ZAMAN AACAKSIN,['AAADDDMMMMNNNNN DERB MODUNU NE ZAMAN AACAKSIN'],AAADDDMMMMNNNNNN WHEN WILL YOU OPEN THE DERB MODE?,Neutral,0.0
vekili O konuda haklsn neyse hi olmazsa berabere kalsnlar bizim iin iyi olur,['vekili O konuda haklsn neyse hi olmazsa berabere kalsnlar bizim iin iyi olur'],"Deputy, you're right about that, anyway, it would be good for us to draw them anyway.",Positive,0.4928571428571428
Eer deiim yaanrsa Fenerbahe ilk halkn kontrolnden km olacak . Aziz Yldrmn bir kaybetmemek iin neler yapacan dnemiyorum bile . Baarsz olunan ylda byk Fenerbaheli olarak destei brak saz arkada Nihatla kstek oldular .,"['Eer deiim yaanrsa Fenerbahe ilk halkn kontrolnden km olacak .', 'Aziz Yldrmn bir kaybetmemek iin neler yapacan dnemiyorum bile .', 'Baarsz olunan ylda byk Fenerbaheli olarak destei brak saz arkada Nihatla kstek oldular .']","If change happens, Fenerbahe will be out of the control of the first people. I can't even think of what Aziz Yıldırım will do to avoid losing anything. Leaving the support as great Fenerbaheli in the failed year, Nihatla kstek became the saz player.",Positive,0.18333333333333335
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Yarn Fenerbahe maa baskl balayacak Galatasarayn defans hattn uzun paslar bozup goller bulacak . rfan Can Kahveciden frikik gol bekliyorum . Arda Gler . dakikada oyuna dahil olur . Tahmini skorum FB GS,"['Yarn Fenerbahe maa baskl balayacak Galatasarayn defans hattn uzun paslar bozup goller bulacak .', 'rfan Can Kahveciden frikik gol bekliyorum .', 'Arda Gler .', 'dakikada oyuna dahil olur .', 'Tahmini skorum FB GS']","Tomorrow, Fenerbahe will start with a salary, and Galatasaray's defense line will be broken by long passes and goals will be scored. I expect a free kick goal from rfan Can Kahveci. Arda Gler. is included in the game in minutes. My estimated score is FB GS",Negative,-0.1125
FENERBAHE,['FENERBAHE'],FENERBAH,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Milli takm l oynuyor ses yok bjk l oynuyor ses yok Fenerbahe oynaynca abowwww,['Milli takm l oynuyor ses yok bjk l oynuyor ses yok Fenerbahe oynaynca abowwww'],National team is playing l no sound bjk l is playing no sound Fenerbahe is playing abowwww,Negative,-0.2
SZCE BUGNFENERBAHE MYOKSA GALATASARAYMIALIR,['SZCE BUGNFENERBAHE MYOKSA GALATASARAYMIALIR'],SZCE BUGNFENERBAHE MYOKSA GALATASARAYMIAL,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Kazann,['Kazann'],win,Positive,0.8
fenerbahe lehine penalt kmamt gn renkta .,['fenerbahe lehine penalt kmamt gn renkta .'],Penalty for fenerbahe kmamt in day suit .,Neutral,0.0
Fenerbahe Galatasaray derbisinin detayl analizi TFF Bakannn istifasnn perde arkasnda var Yayn ihalesiyle ilgili arpc bilgiler yarn .da te .,['Fenerbahe Galatasaray derbisinin detayl analizi TFF Bakannn istifasnn perde arkasnda var Yayn ihalesiyle ilgili arpc bilgiler yarn .da te .'],Detailed analysis of Fenerbahe Galatasaray derby is behind the scenes of the TFF Minister's resignation Harpc information about the broadcasting tender is here.,Neutral,0.0
tabisi,['tabisi'],subordinate,Neutral,0.0
Ha gaziantepspor ha fenerbahe ikisi Galatasaray yenince seviniyo ampiyonluk sevincini Galatasaraydan izliyo,['Ha gaziantepspor ha fenerbahe ikisi Galatasaray yenince seviniyo ampiyonluk sevincini Galatasaraydan izliyo'],Ha gaziantepspor ha fenerbahe two rejoicing when Galatasaray wins watching the joy of championship from Galatasaray,Positive,0.55
ky,['ky'],ky,Neutral,0.0
FB kadn basket Euroleague final ma Liverpool Manchester City Fenerbahe Galatasaray Bugn harika bi gn,['FB kadn basket Euroleague final ma Liverpool Manchester City Fenerbahe Galatasaray Bugn harika bi gn'],FB women's basket Euroleague final ma Liverpool Manchester City Fenerbahe Galatasaray Today is a great day,Positive,0.4
Gnaydnnnn kardeim,['Gnaydnnnn kardeim'],Gnaydnnnn my brother,Neutral,0.0
Bu ayrtrc tavrlar ho deil.Sayn Vefa Kke hizmetlerinden dolay teekkrler.Uur Dndara grevi hayrl camiaya uurlu gelsin.Kazanan Fenerbahe olsun diyelim .,['Bu ayrtrc tavrlar ho deil.Sayn Vefa Kke hizmetlerinden dolay teekkrler.Uur Dndara grevi hayrl camiaya uurlu gelsin.Kazanan Fenerbahe olsun diyelim .'],"These discriminatory attitudes are not good. Dear Vefa, thank you for your services to the country. May the Dndara strike be good for the community. Let's say Fenerbahe is the winner.",Positive,0.175
Gnaydn Byk Fenerbahe Taraftar Galatasaray Nisan Pazar .,['Gnaydn Byk Fenerbahe Taraftar Galatasaray Nisan Pazar .'],Gnaydn Byk Fenerbahe Fan Galatasaray April Sunday .,Neutral,0.0
yeniliriz,['yeniliriz'],we will be defeated,Neutral,0.0
Fenerbahe bakan Ali Ko Trabzonsporu vdkten sonra Trabzonspor mata puan kaybetti .,['Fenerbahe bakan Ali Ko Trabzonsporu vdkten sonra Trabzonspor mata puan kaybetti .'],"After Fenerbahe 's Ali Ko Trabzonspor vdk , Trabzonspor lost points to the match .",Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
umuta bilet almay unutma kayno,['umuta bilet almay unutma kayno'],"don't forget to buy a ticket to hope, kayno",Neutral,0.0
Fabri kii kalm Fenerbaheye .dakikada Marcelonun kafasna vurmak iin kp gol yemedi mi Ersinle ayda kupa kazandn unlar toptan anlamayanlara prim verdiniz Bjk kitleyi gn bitirdim kafamda.. bunlardan milyon var,['Fabri kii kalm Fenerbaheye .dakikada Marcelonun kafasna vurmak iin kp gol yemedi mi Ersinle ayda kupa kazandn unlar toptan anlamayanlara prim verdiniz Bjk kitleyi gn bitirdim kafamda.. bunlardan milyon var'],"Fabri remained dead, Didn't he concede a goal to hit Marcelon's head in the minute at Fenerbahçe? You won a trophy in a month with Ersin, and you gave a bonus to those who don't understand wholesale.",Negative,-0.2
Ma sonu cimboma sormak istediimiz soru rFener,['Ma sonu cimboma sormak istediimiz soru rFener'],The question we want to ask my cimbo at the end of the game rFener,Negative,-0.4
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Hani brakmtn izlemeyi falan,['Hani brakmtn izlemeyi falan'],Hani quit watching or something,Neutral,0.0
FENERBAHEGALATASARAY Gncel TV adresimiz Gncel giri adresimiz,['FENERBAHEGALATASARAY Gncel TV adresimiz Gncel giri adresimiz'],FENERBAHEGALATASARAY Our Current TV Address Our Current Login Address,Neutral,0.0
ok gaza getirilen Fenerbahce korkutuyor beni,['ok gaza getirilen Fenerbahce korkutuyor beni'],"Fenerbahce, whose arrow was fired, scares me",Neutral,0.0
FenerbaheGalatasaray derbisinde gol atar,['FenerbaheGalatasaray derbisinde gol atar'],Fenerbahe scores in Galatasaray derby,Neutral,0.0
Sk krna bak,['Sk krna bak'],look at the scar,Neutral,0.0
,[],,Neutral,0.0
Apppiahhh,['Apppiahhh'],Apppiahhh,Neutral,0.0
Rezilsiniz utanin.. yasina kadar hicbir cocuktan ucret talep etmemeniz gerekirken utanmadan bir yasa bile bilet istiyorsunuz Isiniz gucunuz taraftarin Fenerbahce sevgisini smrmek..,['Rezilsiniz utanin.. yasina kadar hicbir cocuktan ucret talep etmemeniz gerekirken utanmadan bir yasa bile bilet istiyorsunuz Isiniz gucunuz taraftarin Fenerbahce sevgisini smrmek..'],"Shame on you.. you shouldn't charge a fee from any child until their age, but you shamelessly want a ticket for a living. Your strength is to limit the fans' love for Fenerbahce..",Positive,0.5
Bir gn herkes FENERBAHEL OLACAK sen bugnden balayabilirsin canm,['Bir gn herkes FENERBAHEL OLACAK sen bugnden balayabilirsin canm'],"One day everyone will be FENERBAHEL, you can start today my dear",Neutral,0.0
Tanrm sana milyonlarca krler olsun liyim ben ... ..,['Tanrm sana milyonlarca krler olsun liyim ben ... ..'],God bless you millions of profits I am ... ..,Neutral,0.0
SANA GELMEDM GN LDM GNDR IK,['SANA GELMEDM GN LDM GNDR IK'],I DID NOT COME TO YOU GN LDM GNDR IK,Neutral,0.0
stkll Eeee ohaaa artk,['stkll Eeee ohaaa artk'],stkll Eeee ohaaa now,Neutral,0.0
aslan st ieriz aslan gt sikeriz,['aslan st ieriz aslan gt sikeriz'],we lion st we lion gt we fuck,Negative,-0.4
Saol amcalar,['Saol amcalar'],thanks uncles,Positive,0.2
Kadn Basketbol Takmmza Baarlar diliyoruz EUROLIG Kupasn Allahn zniyle Alp Fenerbahe lker Stadna Takm Halinde Bekliyoruz.. GS Yenip ifte Sevin Yaamak stiyoruz Haydi Fenerbahem,['Kadn Basketbol Takmmza Baarlar diliyoruz EUROLIG Kupasn Allahn zniyle Alp Fenerbahe lker Stadna Takm Halinde Bekliyoruz.. GS Yenip ifte Sevin Yaamak stiyoruz Haydi Fenerbahem'],"We wish success to our Women's Basketball Team. We are waiting for the EUROLIG Cup as a team at Alp Fenerbahe İlker Stadium, for God's sake.",Positive,0.3
Fenerbahce Galatasaray,['Fenerbahce Galatasaray'],Fenerbahce Galatasaray,Neutral,0.0
FenerbaheGalatasaray TLspor toto L Blok sraK ilana gitgt,['FenerbaheGalatasaray TLspor toto L Blok sraK ilana gitgt'],FenerbaheGalatasaray TLspor toto L Blok sraK ad gitgt,Neutral,0.0
Ne kadar sz oldu Fenerbahe bir ur suzluk kt stne Hatralar canland gzmde kettiniz,['Ne kadar sz oldu Fenerbahe bir ur suzluk kt stne Hatralar canland gzmde kettiniz'],Fenerbahe was a disaster,Neutral,0.0
Biz yiz,['Biz yiz'],we are,Neutral,0.0
Bu derbilerde genelde gidiat iyi olanson zamanlarda iyi oynayan tokezliyor . Bu yzden Fenerbahe iin zor bir ma olacak geliyor .,"['Bu derbilerde genelde gidiat iyi olanson zamanlarda iyi oynayan tokezliyor .', 'Bu yzden Fenerbahe iin zor bir ma olacak geliyor .']","In these derbies, the trend is generally good. That's why it's going to be a tough match for Fenerbahe.",Positive,0.15555555555555553
Gnaydn,['Gnaydn'],goodday,Neutral,0.0
Yine Fenerbahe bir yerlerde kupa kaybediyor,['Yine Fenerbahe bir yerlerde kupa kaybediyor'],"Again, Fenerbahe is losing a trophy somewhere.",Neutral,0.0
aksener Fenerbahe yi zannediyorlar chp nin bir klb altnda ezileceksiniz haberiniz olmayacak,['aksener Fenerbahe yi zannediyorlar chp nin bir klb altnda ezileceksiniz haberiniz olmayacak'],"They think that Aksener Fenerbahe You will be crushed under a club of CHP, you will not know",Negative,-0.1
Babadan miras bir sevda,['Babadan miras bir sevda'],A love inherited from the father,Positive,0.5
Fenerbahe tzne yeni madde eklenmeli Rdvan derse tersi yaplmal .,['Fenerbahe tzne yeni madde eklenmeli Rdvan derse tersi yaplmal .'],"A new item should be added to Fenerbahe tzne, and the opposite should be done to the Rdvan lesson.",Positive,0.06818181818181818
Birazdan Formula kousu Akam nce Premier League City and Liverpool final msabaka Ardndan Fenerbahce vs Galatasaray Derbyisi varken Kimse bana Yeni afak Fuat Oktay Haim Kl Recep Tayyip Erdoan Nihat Gen bo yapmasn,['Birazdan Formula kousu Akam nce Premier League City and Liverpool final msabaka Ardndan Fenerbahce vs Galatasaray Derbyisi varken Kimse bana Yeni afak Fuat Oktay Haim Kl Recep Tayyip Erdoan Nihat Gen bo yapmasn'],"A little while before the Formula race, Premier League City and Liverpool final match, Then Fenerbahce vs Galatasaray Derby, no one should make me New afak Fuat Oktay Haim Kl Recep Tayyip Erdoan Nihat Gen bo",Negative,-0.017045454545454548
Su yazdklarna ettiin kfurlere baklirsa max yanda bir veletsin . O yuzden seninle ugraamam uza,"['Su yazdklarna ettiin kfurlere baklirsa max yanda bir veletsin .', 'O yuzden seninle ugraamam uza']","Judging by the curses you have written, you must be a kid next to you. That's why I can't hang around with you for a long time",Negative,-0.025
Yalnz dikkatinizi ekerim Fenerbahe ikecidir derken dikkatli olun emsal yarg karar var .,['Yalnz dikkatinizi ekerim Fenerbahe ikecidir derken dikkatli olun emsal yarg karar var .'],"I just draw your attention, be careful when I say Fenerbahe is ikeci, there is a precedent judicial decision.",Negative,-0.1
Radamel Falcao Kadky Fenerbahe Galatasaray,['Radamel Falcao Kadky Fenerbahe Galatasaray'],Radamel Falcao Kadky Fenerbahe Galatasaray,Neutral,0.0
FenerbaheGalatasaray derbisinden ilgin notlar BLM Sizde sakat ok isterseniz ma erteleyelim ... Karma takm Fenersaray Derbiyi yneten yabanc hakemler,"['FenerbaheGalatasaray derbisinden ilgin notlar BLM Sizde sakat ok isterseniz ma erteleyelim ...', 'Karma takm Fenersaray Derbiyi yneten yabanc hakemler']",Notes from FenerbaheGalatasaray derby BLM.,Neutral,0.0
Galatasaray,['Galatasaray'],Galatasaray,Neutral,0.0
Susma Anlat akn anlat duysun dnya Haykr Haykr ulasn sesin doruklara Syle Engel dayanr m Fenerbaheye Barn Ulan Fenerbahe ok yaa ...,['Susma Anlat akn anlat duysun dnya Haykr Haykr ulasn sesin doruklara Syle Engel dayanr m Fenerbaheye Barn Ulan Fenerbahe ok yaa ...'],"Don't be silent, tell, tell, let the world hear, cry, cry, let your voice reach the peaks",Neutral,0.0
MARATON ST C BLOK KOMBNE DEVRL SON BLET KALMITIR TL ky e,['MARATON ST C BLOK KOMBNE DEVRL SON BLET KALMITIR TL ky e'],MARATHON ST C BLOCK COMBNE CYCLE LAST BLET REMAIN TL ky e,Neutral,0.0
Bibliobibuli Bari takip et bi gelmem,['Bibliobibuli Bari takip et bi gelmem'],Bibliobibuli Bari follow me I won't come,Neutral,0.0
Zaman artk senin FENERBAHE Aktr ..,['Zaman artk senin FENERBAHE Aktr ..'],Time is yours now FENERBAHE Actr ..,Neutral,0.0
imdi Galatasaray Zaman G Profilini Ziyaret Et Takmn Destekle Fenerbahce Galatasaray,['imdi Galatasaray Zaman G Profilini Ziyaret Et Takmn Destekle Fenerbahce Galatasaray'],Now Visit Galatasaray Time G Profile Support the Team Fenerbahce Galatasaray,Neutral,0.0
Fenerbahe VS Volkan Bayaraslan derbisinin VAR hakemi Galatasaray oldu okudum .,['Fenerbahe VS Volkan Bayaraslan derbisinin VAR hakemi Galatasaray oldu okudum .'],I read that the VAR referee of Fenerbahe VS Volkan Bayaraslan derby was Galatasaray.,Neutral,0.0
Kullanc ad saget Fenerbahe Galatasaray,['Kullanc ad saget Fenerbahe Galatasaray'],Username saget Fenerbahe Galatasaray,Neutral,0.0
Yakkl gbeksiz bagaaan,['Yakkl gbeksiz bagaaan'],Approx. bellyless bagaan,Neutral,0.0
,[],,Neutral,0.0
Her zaman yerde tek elence F.A.A .,['Her zaman yerde tek elence F.A.A .'],Always the only entertainment F.A.A .,Neutral,0.0
Final bahtszl sadece Fenerbahe ye zel bir durum baka bir aklamas yok,['Final bahtszl sadece Fenerbahe ye zel bir durum baka bir aklamas yok'],"The final is unfortunate, only Fenerbahe is a special situation, no other explanation",Negative,-0.01607142857142857
rfann gol var rez al,['rfann gol var rez al'],rfann got a goal get a rez,Neutral,0.0
so kartal hoca al u ma baralm,['so kartal hoca al u ma baralm'],so eagle teacher al u ma baralm,Neutral,0.0
Fenerbahe derler benim admaaaa,['Fenerbahe derler benim admaaaa'],"They say Fenerbahe, my admaaaa",Neutral,0.0
Alanyaspor encaj goles vs Trabzonspor vs Fenerbahe y hoy vs Beikta . El sistema es estimulante y diferencial Sper Lig pero obliga a que la defensa quede muy expuesta . Eso contra un club que va a matar puede ser peligroso . Valrien Ismal lo entendi .,"['Alanyaspor encaj goles vs Trabzonspor vs Fenerbahe y hoy vs Beikta .', 'El sistema es estimulante y diferencial Sper Lig pero obliga a que la defensa quede muy expuesta .', 'Eso contra un club que va a matar puede ser peligroso .', 'Valrien Ismal lo entendi .']",Alanyaspor encaj goles vs Trabzonspor vs Fenerbahe y hoy vs Beikta . El Sistema es estimulante y diferencial Sper Lig pero obliga a que la defensa quede muy expuesta . Eso contra un club que va a matar puede ser peligroso . Valrien Ismal lo entendi .,Neutral,0.0
Fenerbahcegalatasaray K.adimTaktaravelli,['Fenerbahcegalatasaray K.adimTaktaravelli'],Fenerbahcegalatasaray K.nameTaktaravelli,Neutral,0.0
FENERBAHE Galatasaray,['FENERBAHE Galatasaray'],FENERBAH,Neutral,0.0
Bu Dndar durup dururken srd n arkas aratrlsn Fenerbahe kimseninsiyasi rant salayaca bir camia deildir eer Fenerbahe ye Divan kurulu bakan olmu gnden itibaren siyasete elveda deyipsadece Fenerbahe karlarna odaklanarak,['Bu Dndar durup dururken srd n arkas aratrlsn Fenerbahe kimseninsiyasi rant salayaca bir camia deildir eer Fenerbahe ye Divan kurulu bakan olmu gnden itibaren siyasete elveda deyipsadece Fenerbahe karlarna odaklanarak'],Let's look for this secret out of the blue Fenerbahe is not a community where anyone can make a political profit if you say goodbye to politics since the day he became the minister of the Council of Fenerbahe and focus only on the profits of Fenerbahe,Negative,-0.1
MOOD ky iyor Var e inanay,['MOOD ky iyor Var e inanay'],MOOD is running Var e İnanay,Neutral,0.0
Fenerbahe Galatasaray mana bilet mevcuttur .,['Fenerbahe Galatasaray mana bilet mevcuttur .'],Fenerbahe Galatasaray mana tickets are available.,Positive,0.4
ok bir ey istemiyoruz gsye koyun gein Var,['ok bir ey istemiyoruz gsye koyun gein Var'],"Ok, we don't want anything, put it in the box, get in there",Positive,0.5
FENERBAHE okuyucu,['FENERBAHE okuyucu'],FENERBAHE reader,Neutral,0.0
Kilic TEK BYK FENERBAHE,['Kilic TEK BYK FENERBAHE'],Kilic TEK BYK FENERBAHE,Neutral,0.0
Fenerbahe nasl bir takm arkada Trkiyenin zenginleri sraya girdi Fenerbahe bakanl yapmak iin,['Fenerbahe nasl bir takm arkada Trkiyenin zenginleri sraya girdi Fenerbahe bakanl yapmak iin'],What kind of teammate Fenerbahe is Turkey's rich people lined up to make Fenerbahe minister,Positive,0.4875
Bir yanm yaprak dkyor bir yanm Fenerbahe,['Bir yanm yaprak dkyor bir yanm Fenerbahe'],"One half is falling leaves, the other half is Fenerbahe",Negative,-0.15277777777777776
Fenerbahce Yok Nobreanin ampiyonluk kafas Nobreann Kadkye bayrak diktii yldr yenilmediimiz Johnssonun favori ktnz matan frikikten saplay Ali Gne Yusuf imekin saplay Van Persienin kayarak atmas Josefin kafas ...,['Fenerbahce Yok Nobreanin ampiyonluk kafas Nobreann Kadkye bayrak diktii yldr yenilmediimiz Johnssonun favori ktnz matan frikikten saplay Ali Gne Yusuf imekin saplay Van Persienin kayarak atmas Josefin kafas ...'],Fenerbahce None,Neutral,0.0
Fenerbahe,['Fenerbahe'],Fenerbahe,Neutral,0.0
Fenerbahe taraftar a kpekleri doyurmak zorunda m hepsini siktir edin,['Fenerbahe taraftar a kpekleri doyurmak zorunda m hepsini siktir edin'],Fenerbahe fans have to feed dogs fuck them all,Negative,-0.4
